bucket,locale,classification,line_count,pivot_line_count,tail_delta,file_bytes
LocationDialogue Location3,Portugues Portugal,present,437,437,0,39184
LocationDialogue Location3,Português-Brasil,present,437,437,0,39665
LocationDialogue Location3,Pre-revolutionaryRussian,present,437,437,0,43645
LocationDialogue Location3,Romanian,present,437,437,0,39437
LocationDialogue Location3,Russian,present,437,437,0,43105
LocationDialogue Location3,Serbian (Latin),present,437,437,0,38593
LocationDialogue Location3,Slovak,present,437,437,0,38911
LocationDialogue Location3,Spanish (LatinAmerica),present,437,437,0,38846
LocationDialogue Location3,Spanish (Spain),present,437,437,0,39463
LocationDialogue Location3,Swedish,present,437,437,0,39818
LocationDialogue Location3,Thai,present,437,437,0,49126
LocationDialogue Location3,Turkish,present,437,437,0,39089
LocationDialogue Location3,Ukrainian,present,437,437,0,42858
LocationDialogue Location3,Vietnamese,present,437,437,0,41970
LocationDialogue Location4,Arabic,present,400,400,0,40550
LocationDialogue Location4,Arabic (Egyptian),present,400,400,0,41165
LocationDialogue Location4,Belarusian,present,400,400,0,39215
LocationDialogue Location4,Bulgarian,present,400,400,0,38776
LocationDialogue Location4,ChineseSimplified,present,400,400,0,35739
LocationDialogue Location4,ChineseTraditional,present,400,400,0,35739
LocationDialogue Location4,Croatian,present,400,400,0,35060
LocationDialogue Location4,Czech,present,400,400,0,35317
LocationDialogue Location4,English,present,400,400,0,35196
LocationDialogue Location4,Filipino,present,400,400,0,35772
LocationDialogue Location4,French,present,400,400,0,36920
LocationDialogue Location4,German,present,400,400,0,36386
LocationDialogue Location4,Hungarian,present,400,400,0,35034
LocationDialogue Location4,Indonesia,present,400,400,0,35386
LocationDialogue Location4,Italian,present,400,400,0,35531
LocationDialogue Location4,Japanese,present,400,400,0,37411
LocationDialogue Location4,Kazakh,present,400,400,0,40245
